site_name_norm,imps,clicks,actions,spend,ctr,atr,cpc,cpa,vendor_impression_count,vendor_viewability_score
forums.macnn.com,3,0,0,0.019,0.0000000000,0.0000000000,0,0,3,33.33
marinij.com,3,0,0,0.019,0.0000000000,0.0000000000,0,0,4,50.0
events.cwphilly.cbslocal.com,3,0,0,0.018,0.0000000000,0.0000000000,0,0,3,33.33
berkshireeagle.com,3,0,0,0.018,0.0000000000,0.0000000000,0,0,3,33.33
xtremevbtalk.com,3,0,0,0.018,0.0000000000,0.0000000000,0,0,2,50.0
peoplepets.com,3,0,0,0.018,0.0000000000,0.0000000000,0,0,6,66.67
wwki.com,3,0,0,0.018,0.0000000000,0.0000000000,0,0,3,33.33
kjct8.com,3,0,0,0.018,0.0000000000,0.0000000000,0,0,4,25.0
missmustardseed.com,3,0,0,0.018,0.0000000000,0.0000000000,0,0,8,12.5
accounting.careerbuilder.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,66.67
vivathematadors.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,33.33
horror-movies.ca,3,0,0,0.017,0.0000000000,0.0000000000,0,0,6,16.67
1.dat-e-baseonline.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,66.67
fox28.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,33.33
dmjuice.desmoinesregister.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,33.33
clothesonfilm.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,33.33
ctsenate2012.nhregister.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,33.33
hogshaven.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,2,50.0
ww.pof.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,3,100.0
230112-69667-bizo.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,4,25.0
statejournal.com,3,0,0,0.017,0.0000000000,0.0000000000,0,0,2,50.0
athleticka.net,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
collegebaseballdaily.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
suntimes.sportsdirectinc.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,2,50.0
fashionglamour.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,66.67
malvern-online.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,66.67
couchtuber.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
coloradogamingnews.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,100.0
blog.ctnews.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
webmail.peoplepc.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,2,50.0
blogs.wickedlocal.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,66.67
economist.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
parkridge.suntimes.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,6,16.67
lenpenzo.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
tellynagari.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,2,50.0
yellow.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,66.67
pregnancy.org,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
ardmoreite.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
getfitguy.quickanddirtytips.com,3,0,0,0.016,0.0000000000,0.0000000000,0,0,3,33.33
devshed.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,2,50.0
universalaudienceplatform8.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,66.67
kool965.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,33.33
soapzone.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,6,66.67
blogs.chicagotribune.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,66.67
jenkatgames.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,33.33
lovingmynest.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,4,50.0
indiecrafts.craftgossip.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,33.33
stromtrooper.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,100.0
mycareerquizzes.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,6,66.67
selectsmart.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,66.67
pjstar.profootball.upickem.net,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,66.67
make-up.becomegorgeous.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,33.33
poundingtherock.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,33.33
boxnutt.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,5,40.0
pipandebby.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,4,25.0
ncnewspress.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,3,66.67
essortment.com,3,0,0,0.015,0.0000000000,0.0000000000,0,0,4,25.0
thevarsitynews.net,3,0,0,0.015,0.0000000000,0.0000000000,0,0,2,50.0
es.scribd.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,100.0
money.msn.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,66.67
delivery.sc.qsoft.co.uk,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,100.0
realestate.syracuse.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,33.33
serenabakessimplyfromscratch.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,33.33
42734.appnexus,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,33.33
bulbanews.bulbagarden.net,3,0,0,0.014,0.0000000000,0.0000000000,0,0,1,100.0
16814.rubicon,3,0,0,0.014,0.0000000000,0.0000000000,0,0,2,50.0
mangastream.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,33.33
healthline.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,66.67
setlol.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,66.67
helloonline.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,33.33
network.realmedia.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,3,33.33
hospitality.careerbuilder.com,3,0,0,0.014,0.0000000000,0.0000000000,0,0,2,50.0
dailytech.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,4,75.0
autoinsurancetips.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,66.67
nl.newsbank.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,2,50.0
lookoutlanding.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,33.33
blog.nola.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,1,100.0
crochet.craftgossip.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,33.33
search.journalbroadcastgroup.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,2,100.0
linncountyleader.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,33.33
memeopoly.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,4,25.0
tv.manualsonline.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,33.33
maryjanesandgaloshes.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,1,100.0
geekwire.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,33.33
goodbed.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,66.67
raptorforumz.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,33.33
wzronline.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,6,16.67
oldhamera.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,3,100.0
dailycurrant.com,3,0,0,0.013,0.0000000000,0.0000000000,0,0,2,100.0
all4myspace.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,66.67
countryhound.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,100.0
56288.appnexus,3,0,0,0.012,0.0000000000,0.0000000000,0,0,9,55.56
imperfectparent.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,2,50.0
snygiants.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,8,50.0
ysfb.herokuapp.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,66.67
kevinmd.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,4,25.0
m43blog.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,33.33
localdirectory.nydailynews.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,66.67
montenews.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,33.33
hotbeautyhealth.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,33.33
porkcracklins.net,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,33.33
blackamericaweb.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,100.0
wgnradio.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,2,50.0
kshb.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,108,3.7
blogs.commercialappeal.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,33.33
163544-69820-bizo.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,1,100.0
virtual-strategy.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,2,50.0
crunktastical.net,3,0,0,0.012,0.0000000000,0.0000000000,0,0,4,25.0
projects.registerguard.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,3,100.0
myq105.cbslocal.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,2,50.0
theworldlink.com,3,0,0,0.012,0.0000000000,0.0000000000,0,0,2,100.0
autos.aol.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,11,45.45
megagames.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,2,50.0
new38669.undertonebrandsafe.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,4,25.0
bahamas-guide.info,3,0,0,0.011,0.0000000000,0.0000000000,0,0,2,50.0
soccerlens.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,66.67
gotfrag.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,66.67
yourdailyjournal.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,100.0
gocamels.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,2,100.0
us.ae.alibaba.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,1,100.0
loganbanner.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,33.33
foodandwine.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,33.33
cookingmanager.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,66.67
dnes.dir.bg,3,0,0,0.011,0.0000000000,0.0000000000,0,0,2,50.0
waswatching.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,33.33
dailyprincetonian.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,5,100.0
designsbystudioc.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,100.0
search.babylon.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,2,100.0
windows7theme.net,3,0,0,0.011,0.0000000000,0.0000000000,0,0,2,50.0
pennstate.247sports.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,100.0
popoq.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,33.33
gizmodiva.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,100.0
franchiseherald.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,1,100.0
connecttristates.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,66.67
typepad.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,1,100.0
techcrunch.com,3,0,0,0.011,0.0000000000,0.0000000000,0,0,3,33.33
chicago.dailyherald.il-foreclosure.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
golsn.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,2,50.0
i-am-pregnant.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
download.cnet.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
da.feedsportal.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
mysweetlittlesteinerfamily.blogspot.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
14wfie.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
ticketsnow.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
inyork.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
smudailycampus.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
ldnews.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
hairstyle-blog.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
gnashockey.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
videos.nola.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
boxerforums.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
forums.corral.net,3,0,0,0.010,0.0000000000,0.0000000000,0,0,2,100.0
genesisforums.org,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
dli.bp3844399.btrll.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,1,100.0
rav4world.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,100.0
cincyjungle.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
msuicehockey.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
scholarshippoints.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,2,50.0
thelocalcook.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,2,100.0
computersight.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,100.0
wrxtuners.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
roomzaar.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
manners.quickanddirtytips.com,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,66.67
acha.goalline.ca,3,0,0,0.010,0.0000000000,0.0000000000,0,0,3,33.33
materialicious.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,1,100.0
uk.play.yahoo.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,100.0
webtranslation.paralink.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,100.0
ak10.info,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,33.33
moviehole.net,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,33.33
uk.mc1716.mail.yahoo.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,100.0
articles.timesofindia.indiatimes.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,66.67
wallpapertube.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,66.67
slenderkitchen.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,33.33
uncoached.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,33.33
770kkob.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,66.67
103kkcn.com,3,0,0,0.009,0.0000000000,0.0000000000,0,0,1,100.0
photo.the-ozone.net,3,0,0,0.009,0.0000000000,0.0000000000,0,0,3,66.67
healthkicker.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,1,100.0
lightningrodder.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,1,100.0
hisugarplum.blogspot.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,2,50.0
getoutofthemirror.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
dailystar.co.uk,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
x19network.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,1,100.0
dungeonfighter.nexon.net,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,100.0
yellowpages.cantonrep.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
fitting-it-all-in.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,66.67
goonertalk.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
projects.newsobserver.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,100.0
addictinggames.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,6,50.0
professorlaytonwalkthrough.blogspot.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
n4403ad.doubleclick.net,3,0,0,0.008,0.0000000000,0.0000000000,0,0,5,80.0
whnn.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,100.0
guideautoweb.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,100.0
notebookforums.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,1,100.0
doverpost.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,100.0
12823.rubicon,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,100.0
xboxer360.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
trekmovie.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
dealofhair.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,28,64.29
pillsbury.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
dividedstates.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,1,100.0
yummymummyclub.ca,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,33.33
exploreyoursarasota.blogs.heraldtribune.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,66.67
forums.vintage-mustang.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,66.67
postalesmerche.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,66.67
collectorcarads.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,3,66.67
xfire.com,3,0,0,0.008,0.0000000000,0.0000000000,0,0,2,100.0
keloland.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,33.33
mentalfloss.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,33.33
vuvido.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,66.67
agoodappetite.blogspot.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,2,50.0
new35040.undertonebrandsafe.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,66.67
new40259.undertonebrandsafe.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,33.33
lesterslegends.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,2,50.0
claremoreprogress.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,66.67
webseries.mypodstudios.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,10,10.0
entertainment.cpaxrtb.ca,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,66.67
egyptsaidso.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,66.67
17567.rubicon,3,0,0,0.007,0.0000000000,0.0000000000,0,0,2,100.0
werun.se,3,0,0,0.007,0.0000000000,0.0000000000,0,0,2,50.0
career151.undertonebrandsafe.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,66.67
blogs.metropulse.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,66.67
perusalem.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,2,100.0
dev.utahbusiness.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,33.33
targetsavers.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,33.33
phoenix.citysearch.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,2,50.0
kiddnation.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,33.33
ibreatheimhungry.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,1,100.0
nyunews.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,100.0
malosocity.com,3,0,0,0.007,0.0000000000,0.0000000000,0,0,3,100.0
paisano-online.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,66.67
athoughtfulplaceblog.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,66.67
gossipteen.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,2,50.0
d2.zedo.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,33.33
paranormalhaze.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,1,100.0
hot991.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,33.33
fashion-style.becomegorgeous.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,6,33.33
portsmouth.co.uk,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,33.33
olivemedia.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,2,50.0
perrycountynews.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,100.0
mvdemocrat.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,66.67
soccernet.espn.go.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,100.0
honeybearlane.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,66.67
voices.yahoo.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,6,50.0
149791.appnexus,3,0,0,0.006,0.0000000000,0.0000000000,0,0,1,100.0
new33613.undertonebrandsafe.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,4,25.0
vidpass.net,3,0,0,0.006,0.0000000000,0.0000000000,0,0,1,100.0
macworld.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,2,100.0
plunderbund.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,2,50.0
events.gainesville.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,2,50.0
angelfire.lycos.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,4,25.0
149014.appnexus,3,0,0,0.006,0.0000000000,0.0000000000,0,0,2,50.0
brockway.blogs.gatorsports.com,3,0,0,0.006,0.0000000000,0.0000000000,0,0,3,66.67
michiganmedicalmarijuana.org,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,50.0
dismountcreative.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,66.67
147326.appnexus,3,0,0,0.005,0.0000000000,0.0000000000,0,0,1,100.0
hcgwatson.blogspot.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,33.33
whathifi.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,7,57.14
funnytypos.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,33.33
sportsfullcircle.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,66.67
positivelysplendid.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,66.67
mycookinghut.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,33.33
surveymonkey.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,50.0
147249.appnexus,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,50.0
tv.majorleaguegaming.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,50.0
anorak.co.uk,3,0,0,0.005,0.0000000000,0.0000000000,0,0,18,22.22
enpundit.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,100.0
cinesport.ajc.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,100.0
dailytekk.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,66.67
a.mibbit.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,66.67
contact.ebay.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,50.0
edibleperspective.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,66.67
afe.specificclick.net,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,100.0
definition-of.net,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,100.0
booksnreview.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,33.33
bittersweetcandybowl.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,33.33
betterlivingthroughdesign.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,100.0
themanadrain.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,11,45.45
xlcountry.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,100.0
forbezdvd.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,1,100.0
numerology.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,3,33.33
events.heraldtribune.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,2,100.0
ct.com,3,0,0,0.005,0.0000000000,0.0000000000,0,0,7,28.57
globalpropertyguide.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,66.67
kingofweb.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
flamingotoes.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
justfab.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
mymdna.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,66.67
unofficialnetworks.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
adserver.arrests.org,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
banners.onlinenigeria.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,2,50.0
businessfinder.gulflive.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,66.67
wizbangblog.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
customsportpools.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
njtv1.blogspot.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,2,50.0
kxsrfc.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,33.33
adventuresinpoortaste.com,3,0,0,0.004,0.0000000000,0.0000000000,0,0,3,66.67
sewdangcutecrafts.com,3,0,0,0.003,0.0000000000,0.0000000000,0,0,3,33.33
therockstation99x.com,3,0,0,0.003,0.0000000000,0.0000000000,0,0,3,66.67
picsfriend.com,3,0,0,0.003,0.0000000000,0.0000000000,0,0,5,60.0
dubbedepisodes.net,3,0,0,0.003,0.0000000000,0.0000000000,0,0,7,42.86
ads.doweb.fr,3,0,0,0.003,0.0000000000,0.0000000000,0,0,2,50.0
bicycleretailer.com,3,0,0,0.003,0.0000000000,0.0000000000,0,0,3,100.0
emedicinehealth.com,3,0,0,0.003,0.0000000000,0.0000000000,0,0,3,33.33
56002.appnexus,3,0,0,0.003,0.0000000000,0.0000000000,0,0,3,33.33
lottery.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,66.67
wmata.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,1,100.0
answermenu.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,66.67
microskiff.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,4,75.0
abclive.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,33.33
thexfactorusa.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,66.67
yourveganmom.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,66.67
kwqc.membercenter.worldnow.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,33.33
newrock1019.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,33.33
livematchesonline.com,3,0,0,0.002,0.0000000000,0.0000000000,0,0,3,33.33
tabnabber.com,3,0,0,0.001,0.0000000000,0.0000000000,0,0,1,100.0
31343.31342.pubmatic,3,0,0,0.001,0.0000000000,0.0000000000,0,0,3,66.67
ujelly.me,3,0,0,0.001,0.0000000000,0.0000000000,0,0,5,80.0
